Computer Name,Operating System,Model,Serial Number
lsa-balder,Windows Server 2019,PowerEdge R610,8QHBJQ1
LSA-CHEMVIM-P,Windows Server 2019,Virtual Machine,NONE
LSA-CITADEL-P,Windows Server 2022,Virtual Machine,NONE
LSA-DEV-HPV01,Windows Server 2016 Datacenter,Z240 SFF Workstation,2UA72029Y9
LSA-DEV-SPAPP1,Windows Server 2012 R2 Datacenter,x3550 M3,NONE
LSA-DEV-SPWFE1,Windows Server 2012 R2 Datacenter,x3550 M3,NONE
LSA-DEV-SQL2014,Windows Server 2012 R2 Datacenter,x3550 M3,NONE
LSA-DPM01-S,Windows Server 2019,Virtual Machine,NONE
LSA-DPM02-P,Windows Server 2019,Virtual Machine,NONE
LSA-EBRUCHWB,Windows Server 2019,PowerEdge R720xd,G5NL9Z1
LSA-EBRUCHWF,Windows Server 2016 Datacenter,ProLiant DL360 Gen10 4LFF,MXQ830049Q
LSA-GIS10-P,Windows Server 2019,Virtual Machine,NONE
LSA-GIS11-P,Windows Server 2019,Virtual Machine,NONE
LSA-GIS12-P,Windows Server 2019,Virtual Machine,NONE
LSA-GIS13-D,Windows Server 2019,,
LSA-GIS14-D,Windows Server 2019,,
LSA-GIS16-D,Windows Server 2019,,
LSA-GIS17-D,Windows Server 2019,,
LSA-GIS18-D,Windows Server 2019,,
LSA-GIS19-P,Windows Server 2019,,
LSA-GIS1-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS2-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS3-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS4-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS5-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS6-D,Windows Server 2019,Virtual Machine,NONE
LSA-GIS7-P,Windows Server 2019,Virtual Machine,NONE
LSA-GIS8-P,Windows Server 2019,Virtual Machine,NONE
LSA-GIS9-P,Windows Server 2019,Virtual Machine,NONE
LSA-IFDD,Windows Server 2019,Virtual Machine,NONE
LSA-IOGAS-P,Windows Server 2019,Virtual Machine,NONE
lsa-locknetics,Windows Server 2016,Virtual Machine,NONE
LSA-MARATHON-P,Windows Server 2022,Virtual Machine,NONE
LSA-MSANTIA-D,Windows Server 2022,Virtual Machine,NONE
LSA-PASS-HA-D,Windows Server 2019,Virtual Machine,6011-9453-0111-6630-6411-4220-84
LSA-PASS-HA-P,Windows Server 2019,Virtual Machine,4160-7174-0887-3426-1474-6018-75
LSA-PASSSTATE-P,Windows Server 2019,Virtual Machine,NONE
LSA-PROD-CRESTRON,Windows Server 2016 Datacenter,,
LSA-PROD-DEEPFRZ,Windows Server 2019,,
LSA-PROD-DFS1,Windows Server 2019,Virtual Machine,NONE
LSA-PROD-DFS2,Windows Server 2019,Virtual Machine,NONE
LSA-PROD-ISCSI,Windows Server 2016 Datacenter,Virtual Machine,NONE
lsa-prod-mbam,Windows Server 2016 Datacenter,Virtual Machine,NONE
LSA-PROD-MSDTC,Windows Server 2012 R2 Datacenter,,
LSA-PROD-REPORT,Windows Server 2019,Virtual Machine,NONE
LSA-PROD-SCUP,Windows Server 2019,Virtual Machine,NONE
LSA-PROD-SPAPP1,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SPAPP3,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SPDC1,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SPDC2,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SPWFE1,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SPWFE2,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SQL,Windows Server 2012 R2 Datacenter,,
LSA-PROD-SQL01,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SQL02,Windows Server 2012 R2 Datacenter,Virtual Machine,NONE
LSA-PROD-SQL04,Windows Server 2016,Virtual Machine,NONE
LSA-PROD-WLMS,Windows Server 2019,Virtual Machine,NONE
LSA-PR-SQL-GEN,Windows Server 2012 R2 Datacenter,,
LSA-PR-SQL-SCCM,Windows Server 2012 R2 Datacenter,,
LSA-PR-SQL-SP,Windows Server 2012 R2 Datacenter,,
LSA-PS-APP-D,Windows Server 2019,Virtual Machine,NONE
LSA-PS-SQL-D,Windows Server 2019,Virtual Machine,NONE
LSA-QWERTY,Windows Server 2022,Z240 Tower Workstation,2UA6461S37
LSA-RANDPRINT,Windows Server 2016 Datacenter,Virtual Machine,3117-5842-8529-7639-6525-6415-20
LSA-SCCM-DP1-P,Windows Server 2019,Virtual Machine,NONE
LSA-SCCM-DP2-P,Windows Server 2019,PowerEdge R640,B25M053
lsa-sccm-mp1-p,Windows Server 2019,Virtual Machine,NONE
LSA-SCCM-MP1-R,Windows Server 2022,,
LSA-SCCM-MP2-P,Windows Server 2022,Virtual Machine,NONE
LSA-SCCM-SQL1-P,Windows Server 2022,Virtual Machine,NONE
LSA-SEC-MACC-P,Windows Server 2022,PowerEdge R840,GM64DX3
LSA-SEC-P,Windows Server 2022,PowerEdge R840,3ZDS2L3
LSA-SGATE-D,Windows Server 2019,Virtual Machine,NONE
LSA-SKYNET,Windows Server 2019,Virtual Machine,NONE
lsa-sp06-p,Windows Server 2019,,
lsa-sp16-d,Windows Server 2016,Virtual Machine,NONE
lsa-sp19-d,Windows Server 2019,Virtual Machine,NONE
lsa-sp22-d,Windows Server 2022,Virtual Machine,NONE
LSA-SQL05-P,Windows Server 2019,Virtual Machine,NONE
LSA-SQL06-P,Windows Server 2022,Virtual Machine,NONE
LSA-SQL09-D,Windows Server 2022,,
LSA-TERMINAL-P,Windows Server 2022,Virtual Machine,NONE
LSA-TL-HPV,Windows Server 2022,Z2 Tower G4 Workstation,MXL9383N36
LSA-TL-HPV2,Windows Server 2022,Precision 5820 Tower,1H8CN83
LSA-TS-VENDOR,Windows Server 2019,Virtual Machine,NONE
LSA-VMBKUP-P,Windows Server 2019,PowerEdge R440,H1CWS13
LSA-WIN-MIG1,Windows Server 2019,PowerEdge R540,B66WCP2
lsa-win-mig2,Windows Server 2019,PowerEdge R540,CFYJCS2
lsa-win-mig3,Windows Server 2019,PowerEdge R710,FLDFSL1
LSA-WLMSPKG-D,Windows Server 2022,Virtual Machine,NONE
LSA-WWAH01-P,Windows Server 2019,Virtual Machine,NONE
LSA-WWAH02-D,Windows Server 2019,Virtual Machine,NONE
LSA-WWAH03-D,Windows Server 2019,Virtual Machine,NONE
LSA-WWAH04-S,Windows Server 2022,Virtual Machine,NONE
LSA-WWAH05-P,Windows Server 2022,Virtual Machine,NONE
LSA-WYVERN,Windows Server 2019,Virtual Machine,NONE
LSA-XERXES2,Windows Server 2016 Datacenter,Virtual Machine,NONE
IRWG-2UA3281N37,Windows 10,,
IRWG-KITTYLUN,Windows 10,EliteBook Folio 9470m,CNU407C1N7
IRWG-MXL72713F5,Windows 10,,
WOMN-0F0172W225,Windows 11,Surface Laptop 5,0F0172W22523FB
WOMN-1CMK8V3,Windows 10,OptiPlex 5000,1CMK8V3
WOMN-2UA23402QB,Windows 10,Compaq Pro 6300 SFF,2UA23402QB
WOMN-2UA2340BKQ,Windows 10,,
WOMN-2UA2340BKR,Windows 10,Compaq Pro 6300 SFF,2UA2340BKR
WOMN-2UA31212QC,Windows 10,Compaq Pro 6300 SFF,2UA31212QC
WOMN-2UA31212QD,Windows 10,Compaq Pro 6300 SFF,2UA31212QD
WOMN-2UA4190KVS,Windows 10,ProDesk 600 G1 SFF,2UA4190KVS
WOMN-2UA6181XSP,Windows 10,ProDesk 600 G2 SFF,2UA6181XSP
WOMN-2UA6253194,Windows 10,ProDesk 600 G2 SFF,2UA625319Y
WOMN-5CG01O8VLX,Windows 11,,
WOMN-AVAHPHOME,Windows 10,ProDesk 600 G3 SFF,MXL7322CL6
WOMN-CHAIRELTBK,Windows 10,EliteBook x360 1030 G3,5CD9473MXY
WOMN-HDWVDK3,Windows 11,Latitude 5430,HDWVDK3
WOMN-L-BEEMANK,Windows 11,Latitude 5420,3HK21J3
WOMN-L-DONNASA,Windows 10,Latitude 5420,F4ML3J3
WOMN-L-EAPETERS,Windows 10,Latitude 5420,82101J3
WOMN-L-THEAB,Windows 10,,
WOMN-YILIWU,Windows 10,ProDesk 600 G4 SFF,MXL9274XQR
LAW,Windows 11,,
LAW-01504471757,Windows 10,,
LAW-06974201357,Windows 10,,
LAW-0B337GB2319,Windows 11,Surface Go 3,0B337GB23193GP
LAW-0B33CPF2230,Windows 10,Surface Go 2,0B33CPF223037H
LAW-119XDS3,Windows 11,Latitude 5530,119XDS3
LAW-14977783353,Windows 10,Surface Pro,14977783353
LAW-15952672453,Windows 10,Surface Pro,15952672453
LAW-17661714253,Windows 11,Surface Pro 7,17661714253
LAW-18YXJQ3,Windows 11,,
LAW-19847671854?,Windows 10,,
LAW-1BBL4J3,Windows 10,Latitude 5420,1BBL4J3
LAW1JBMWP3,Windows 11,,
LAW-1PQLWP3,Windows 10,OptiPlex 5090,1PQLWP3
LAW-205NZWY5297,Windows 10,,123-1234-123
LAW-22H2-2,Windows 10,,
LAW-27FXRG3,Windows 10,Latitude 5520,27FXRG3
LAW-2C3F6M3,Windows 10,,
LAW-2DJCQN3,Windows 10,Latitude 5420,2DJCQN3
LAW-2FJCQN3,Windows 10,Latitude 5420,2FJCQN3
LAW2JBMWP3,Windows 11,,
LAW-2PQLWP3,Windows 10,OptiPlex 5090,2PQLWP3
LAW2UA2370BV1,Windows 10,,
LAW2UA2370BWB,Windows 10,,
LAW2UA2370BWL,Windows 10,,
LAW-2UA3070DB8,Windows 10,Compaq Pro 6300 SFF,2UA3070DB8
LAW-2UA4150V3Q,Windows 10,,
LAW-2UA4150V3R,Windows 10,ProDesk 600 G1 SFF,2UA4150V3R
LAW-2UA4150V3V,Windows 10,ProDesk 600 G1 SFF,2UA4150V3V
LAW-2UA4150V3Y,Windows 10,ProDesk 600 G1 SFF,2UA4150V3Y
LAW-2UA4150V46,Windows 10,ProDesk 600 G1 SFF,2UA4150V46
LAW-2UA4150V4M,Windows 10,,
LAW2UA4150V51,Windows 10,,
LAW-2UA4150V55,Windows 10,ProDesk 600 G1 SFF,2UA4150V55
LAW-2UA4150V57,Windows 10,,
LAW-2UA4150V58,Windows 10,ProDesk 600 G1 SFF,2UA4150V58
LAW-2UA4150V5B,Windows 10,ProDesk 600 G1 SFF,2UA4150V5B
LAW-2UA415218B,Windows 10,ProDesk 600 G1 SFF,2UA415218B
LAW-2UA415218F,Windows 10,ProDesk 600 G1 SFF,2UA415218F
LAW-2UA415218G,Windows 10,ProDesk 600 G1 SFF,2UA415218G
LAW-2UA415218H,Windows 10,ProDesk 600 G1 SFF,2UA415218H
LAW-2UA415218J,Windows 10,ProDesk 600 G1 SFF,2UA415218J
LAW-2UA415218K,Windows 10,ProDesk 600 G1 SFF,2UA415218K
LAW-2UA415218M,Windows 10,ProDesk 600 G1 SFF,2UA415218M
LAW-2UA415218Q,Windows 10,ProDesk 600 G1 SFF,2UA415218Q
LAW-2UA415218R,Windows 10,ProDesk 600 G1 SFF,2UA415218R
LAW-2UA4220MKQ,Windows 10,ProDesk 600 G1 SFF,2UA4220MKQ
LAW-2UA4220ML6,Windows 10,ProDesk 600 G1 SFF,2UA4220ML6
LAW-2UA4221F80,Windows 10,,
LAW-2UA5010QY3,Windows 10,ProDesk 600 G1 SFF,2UA5010QY3
LAW2UA51111VJ,Windows 10,,
LAW2UA51111VS,Windows 10,,
LAW-2UA5152K3W,Windows 10,ProDesk 600 G1 SFF,2UA5152K3W
LAW-2UA5152K3X,Windows 10,ProDesk 600 G1 SFF,2UA5152K3X
LAW-2UA5152K40,Windows 10,ProDesk 600 G1 SFF,2UA5152K40
LAW-2UA5152K41,Windows 10,ProDesk 600 G1 SFF,2UA5152K41
LAW-2UA5152K43,Windows 10,ProDesk 600 G1 SFF,2UA5152K43
LAW-2UA5152K46,Windows 10,ProDesk 600 G1 SFF,2UA5152K46
LAW-2UA5152K47,Windows 10,ProDesk 600 G1 SFF,2UA5152K47
LAW-2UA5152K49,Windows 10,ProDesk 600 G1 SFF,2UA5152K49
LAW-2UA5152K4B,Windows 10,ProDesk 600 G1 SFF,2UA5152K4B
LAW-2UA5152K4C,Windows 10,ProDesk 600 G1 SFF,2UA5152K4C
LAW-2UA5152K4D,Windows 10,ProDesk 600 G1 SFF,2UA5152K4D
LAW-2UA5152K4F,Windows 10,ProDesk 600 G1 SFF,2UA5152K4F
LAW-2UA5152K4G,Windows 10,ProDesk 600 G1 SFF,2UA5152K4G
LAW2UA5191PJB,Windows 10,,
LAW2UA5191PJG,Windows 10,,
LAW-2UA5191PJL,Windows 10,ProDesk 600 G1 SFF,2UA5191PJL
LAW2UA5191PJR,Windows 10,,
LAW2UA5191PJV,Windows 11,,
LAW-2UA5192MKC,Windows 10,ProDesk 600 G1 SFF,2UA5192MKC
LAW-2UA5192MKG,Windows 10,ProDesk 600 G1 SFF,2UA5192MKG
LAW-2UA5192MKH,Windows 10,ProDesk 600 G1 SFF,2UA5192MKH
LAW-2UA5192MKX,Windows 10,ProDesk 600 G1 SFF,2UA5192MKX
LAW-2UA5192ML1,Windows 10,ProDesk 600 G1 SFF,2UA5192ML1
LAW-2UA5192MLG,Windows 10,ProDesk 600 G1 SFF,2UA5192MLG
LAW-2UA5192MLS,Windows 10,ProDesk 600 G1 SFF,2UA5192MLS
LAW2UA5491RZ5,Windows 10,,
LAW-2UA5491RZ9,Windows 10,ProDesk 600 G1 SFF,2UA5491RZ9
LAW-2UA6091FRJ,Windows 10,ProDesk 600 G2 SFF,2UA6091FRJ
LAW-2UA6091FRY,Windows 10,,
LAW-2UA6191V0M,Windows 10,ProDesk 600 G2 SFF,2UA6191V0M
LAW-2UA6221RVQ,Windows 10,ProDesk 600 G2 SFF,2UA6221RVQ
LAW-2UA6221RVT,Windows 10,,
LAW-2UA6221RW0,Windows 10,ProDesk 600 G2 SFF,2UA6221RW0
LAW-2UA62429ZQ,Windows 10,ProDesk 600 G2 SFF,2UA62429ZQ
LAW-2UA6242B02,Windows 10,ProDesk 600 G2 SFF,2UA6242B02
LAW-2UA62626SV,Windows 10,ProDesk 600 G2 SFF,2UA62626SV
LAW-2UA62626T7,Windows 10,ProDesk 600 G2 SFF,2UA62626T7
LAW-2UA62626W8,Windows 10,,
LAW-2UA62626WB,Windows 10,ProDesk 600 G2 SFF,2UA62626WB
LAW-2UA62626WV,Windows 10,,
LAW-2UA6451VGB,Windows 10,,
LAW-2UA6451VGG,Windows 10,ProDesk 600 G2 SFF,2UA6451VGG
LAW-2UA6451VGK,Windows 10,ProDesk 600 G2 SFF,2UA6451VGK
LAW-2UA82120H6,Windows 10,ProDesk 600 G3 SFF,2UA82120H6
LAW-2UA8480TDJ,Windows 10,ProDesk 600 G4 SFF,2UA8480TDJ
LAW-2UA8480TF0,Windows 10,ProDesk 600 G4 SFF,2UA8480TF0
LAW-2UA8480TF7,Windows 10,ProDesk 600 G4 SFF,2UA8480TF7
LAW-2UA9080T3Q,Windows 10,ProDesk 600 G4 SFF,2UA9080T3Q
LAW-2UA9080T3X,Windows 10,,
LAW-2UA9080T3Z,Windows 10,ProDesk 600 G4 SFF,2UA9080T3Z
LAW-2UA9080T43,Windows 10,ProDesk 600 G4 SFF,2UA9080T43
LAW-2UA9080T44,Windows 10,,
LAW-2WPL4J3,Windows 10,Latitude 5420,2WPL4J3
LAW-2XWCQN3,Windows 10,Latitude 5420,2XWCQN3
LAW-2YNS9K3,Windows 10,Latitude 5420,2YNS9K3
LAW-31048560653,Windows 10,,
LAW-31606512553,Windows 10,Surface Pro 7,31606512553
LAW-344S9K3,Windows 10,Latitude 5420,344S9K3
LAW-349F6M3,Windows 10,Latitude 5420,349F6M3
LAW-38YXJQ3,Windows 11,,
LAW-3GBL4J3,Windows 10,Latitude 5420,3GBL4J3
LAW3JBMWP3,Windows 11,,
LAW-3JKP6J3,Windows 10,Latitude 5420,3JKP6J3
LAW-3PQLWP3,Windows 10,OptiPlex 5090,3PQLWP3
LAW-3VB51F3,Windows 10,Latitude 5420,3VB51F3
LAW-3Z2TBW3,Windows 11,OptiPlex 5000,3Z2TBW3
LAW-40YJPN3,Windows 10,Latitude 5420,40YJPN3
LAW-419XDS3,Windows 10,Latitude 5530,419XDS3
LAW-42JK7M3,Windows 10,Latitude 5420,42JK7M3
LAW-42JL4J3,Windows 10,Latitude 5420,42JL4J3
LAW-43952513953,Windows 11,Surface Pro 7,43952513953
LAW-46666714657,Windows 10,Surface Laptop 4,46666714657
LAW-483F6M3,Windows 10,,
LAW-494S9K3,Windows 10,Latitude 5420,494S9K3
LAW-49JCQN3,Windows 10,Latitude 5420,49JCQN3
LAW4JBMWP3,Windows 11,,
LAW-4MPL4J3,Windows 10,Latitude 5420,4MPL4J3
LAW-4PQLWP3,Windows 10,OptiPlex 5090,4PQLWP3
LAW-4WHL4J3,Windows 10,Latitude 5420,4WHL4J3
LAW-4YHL4J3,Windows 10,Latitude 5420,4YHL4J3
LAW-4ZNKPN3,Windows 10,Latitude 5420,4ZNKPN3
LAW-554S9K3,Windows 10,Latitude 5420,554S9K3
LAW-5CD6515J85,Windows 10,EliteBook Folio 1040 G3,5CD6515J85
LAW-5CD72492Z6,Windows 10,,
LAW-5CD7330MXW,Windows 10,,
LAW-5CD805DX2C,Windows 10,EliteBook Folio 1040 G3,5CD805DX2C
LAW-5CG00408Q8,Windows 11,EliteBook 840 G5,5CG00408Q8
LAW-5CG019916K,Windows 10,,
LAW-5CG0206WDP,Windows 10,EliteBook 840 G6,5CG0206WDP
LAW-5CG0410NGT,Windows 10,EliteBook 840 G6,5CG0410NGT
LAW-5CG0470M1Q,Windows 10,EliteBook 840 G7,5CG0470M1Q
LAW5CG51347YF,Windows 10,,
LAW-5CG51908LB,Windows 10,,
LAW-5CG5441FJW,Windows 10,ProBook 650 G1,5CG5441FJW
LAW-5CG61435VV,Windows 10,ProBook 640 G2,5CG61435VV
LAW-5CG6491FCN,Windows 10,ProBook 640 G2,5CG6491FCN
LAW-5CG6515D0V,Windows 10,EliteBook 840 G3,5CG6515D0V
LAW-5CG7066MY9,Windows 10,EliteBook 840 G3,5CG7066MY9
LAW-5CG724500G,Windows 10,EliteBook 840 G3,5CG724500G
LAW-5CG7254Z19,Windows 10,EliteBook 840 G3,5CG7254Z19
LAW-5CG730448T,Windows 10,EliteBook 850 G3,5CG730448T
LAW-5CG73242T4,Windows 10,EliteBook 840 G3,5CG73242T4
LAW-5CG73242YF,Windows 10,EliteBook 840 G3,5CG73242YF
LAW-5CG8153Z1V,Windows 10,ProBook 640 G4,5CG8153Z1V
LAW-5CG8255K9W,Windows 10,,
LAW-5CG8255KC3,Windows 10,EliteBook 840 G3,5CG8255KC3
LAW-5CG8255KCD,Windows 10,EliteBook 840 G3,5CG8255KCD
LAW-5CG82801ZH,Windows 10,,
LAW-5CG830451L,Windows 10,EliteBook 840 G3,5CG830451L
LAW-5CG83301LJ,Windows 10,ProBook 640 G4,5CG83301LJ
LAW-5CG83301LR,Windows 10,ProBook 640 G4,5CG83301LR
LAW-5CG83301T2,Windows 10,ProBook 640 G4,5CG83301T2
LAW-5CG83941VP,Windows 10,,
LAW-5CG83949DZ,Windows 10,ProBook 640 G4,5CG83949DZ
LAW-5CG8394C2M,Windows 10,,
LAW-5CG8394C47,Windows 10,,
LAW5CG8410ML9,Windows 10,,
LAW-5CG8466GGJ,Windows 10,EliteBook 840 G5,5CG8466GGJ
LAW-5CG8466GGX,Windows 10,EliteBook 840 G5,5CG8466GGX
LAW-5CG9119GMB,Windows 10,,
LAW-5CG9126Y3F,Windows 10,EliteBook 840 G5,5CG9126Y3F
LAW-5CG9320SV6,Windows 10,EliteBook 840 G5,5CG9320SV6
LAW-5CG9334CH0,Windows 10,EliteBook 840 G5,5CG9334CH0
LAW-5CG9334F9R,Windows 10,,
LAW-5CG9362KK6,Windows 10,EliteBook 840 G5,5CG9362KK6
LAW-5CG9367R24,Windows 10,EliteBook 840 G5,5CG9367R24
LAW-5CG95111NB,Windows 10,,
LAW-5GCM6J3,Windows 10,Latitude 5420,5GCM6J3
LAW5JBMWP3,Windows 11,,
LAW-5KW6PK3,Windows 10,OptiPlex 5090,5KW6PK3
LAW-5P5DYW3,Windows 11,,5P5DYW3
LAW-5Z2TBW3,Windows 11,OptiPlex 5000,5Z2TBW3
LAW-5ZSK0R3,Windows 10,OptiPlex 5090,5ZSK0R3
LAW-606Q3J3,Windows 10,Latitude 5420,606Q3J3
LAW-609XDS3,Windows 11,Latitude 5530,609XDS3
LAW-68X6VD3,Windows 10,,
LAW6JBMWP3,Windows 11,,
LAW-6KW6PK3,Windows 10,OptiPlex 5090,6KW6PK3
LAW-6NBCQN3,Windows 10,Latitude 5420,6NBCQN3
LAW-6Y318Y3,Windows 11,Precision 3460 SFF,6Y318Y3
LAW-6Z2N6J3,Windows 10,Latitude 5420,6Z2N6J3
LAW-71JK7M3,Windows 10,Latitude 5420,71JK7M3
LAW-7317301857,Windows 10,Surface Laptop 3,7317301857
LAW-73JK7M3,Windows 10,Latitude 5420,73JK7M3
LAW-74TV2J3,Windows 10,Latitude 5420,74TV2J3
LAW7JBMWP3,Windows 11,,
LAW-7KW6PK3,Windows 10,OptiPlex 5090,7KW6PK3
LAW-7L5JQSP,Windows 10,Latitude 5420,BL9S9K3
LAW-7Y2TBW3,Windows 10,OptiPlex 5000,7Y2TBW3
LAW-7Z2TBW3,Windows 11,OptiPlex 5000,7Z2TBW3
LAW-7ZSK0R3,Windows 10,OptiPlex 5090,7ZSK0R3
LAW-809XDS3,Windows 11,Latitude 5530,809XDS3
LAW-80JK7M3,Windows 10,Latitude 5420,80JK7M3
LAW-80YV2J3,Windows 10,Latitude 5420,80YV2J3
LAW-8BVD4M3,Windows 10,,
LAW-8CG8411V0W,Windows 10,ProDesk 600 G3 Desktop Mini,8CG8411V0W
LAW-8CG8411V0Y,Windows 10,,
LAW-8GKY3M3,Windows 10,,
LAW-8JQS4B3,Windows 10,Latitude 5520,8JQS4B3
LAW-8KW6PK3,Windows 10,OptiPlex 5090,8KW6PK3
LAW-8N6J8V3,Windows 11,OptiPlex 5000,8N6J8V3
LAW-8PQLWP3,Windows 10,OptiPlex 5090,8PQLWP3
LAW-8Q904M3,Windows 10,Latitude 5420,8Q904M3
LAW-8Y2TBW3,Windows 11,OptiPlex 5000,8Y2TBW3
LAW-8Z2TBW3,Windows 10,OptiPlex 5000,8Z2TBW3
LAW-8ZPCQN3,Windows 11,Latitude 5420,8ZPCQN3
LAW-8ZSK0R3,Windows 10,OptiPlex 5090,8ZSK0R3
LAW-91DL1V3,Windows 10,OptiPlex 5000,91DL1V3
LAW-96VXJQ3,Windows 11,,
LAW-97W5TW3,Windows 10,Latitude 5430,97W5TW3
LAW-98FWLN3,Windows 10,Latitude 5420,98FWLN3
LAW-9CHS9K3,Windows 10,Latitude 5420,9CHS9K3
LAW9HBMWP3,Windows 11,,
LAW-9KBJ0R3,Windows 10,,
LAW-9KW6PK3,Windows 10,OptiPlex 5090,9KW6PK3
LAW-9M9S9K3,Windows 10,Latitude 5420,9M9S9K3
LAW-9NWCQN3,Windows 10,Latitude 5420,9NWCQN3
LAW-9PJMPHF,Windows 10,ProDesk 600 G3 Desktop Mini,8CG8411V0Z
LAW-9PQLWP3,Windows 10,OptiPlex 5090,9PQLWP3
LAW-9R9S9K3,Windows 10,Latitude 5420,9R9S9K3
LAW-9SPL4J3,Windows 10,,
LAW-9VDG2N3,Windows 10,OptiPlex 5090,9VDG2N3
LAW-9VPL4J3,Windows 10,Latitude 5420,9VPL4J3
LAW-9WPL4J3,Windows 10,Latitude 5420,9WPL4J3
LAW-9Y2TBW3,Windows 11,,
LAW-9YWCQN3,Windows 10,,
LAW-9Z2TBW3,Windows 10,,
LAW-9ZSK0R3,Windows 10,OptiPlex 5090,9ZSK0R3
LAW-B09XDS3,Windows 11,Latitude 5530,B09XDS3
LAW-B1DL1V3,Windows 10,OptiPlex 5000,B1DL1V3
LAW-B2FWLN3,Windows 10,Latitude 5420,B2FWLN3
LAW-B2W04M3,Windows 11,Latitude 5420,B2W04M3
LAW-B4BL4J3,Windows 10,Latitude 5420,B4BL4J3
LAW-B6VXJQ3,Windows 11,,
LAW-BGJCQN3,Windows 10,Latitude 5420,BGJCQN3
LAW-BHJCQN3,Windows 10,Latitude 5420,BHJCQN3
LAW-BKBJ0R3,Windows 10,,
LAW-BKW6PK3,Windows 10,OptiPlex 5090,BKW6PK3
LAW-BN6J8V3,Windows 11,OptiPlex 5000,BN6J8V3
LAW-BVDG2N3,Windows 10,OptiPlex 5090,BVDG2N3
LAW-BZ2TBW3,Windows 11,,
LAW-BZHK7M3,Windows 10,Latitude 5420,BZHK7M3
LAW-BZHL4J3,Windows 10,Latitude 5420,BZHL4J3
LAW-BZSK0R3,Windows 10,OptiPlex 5090,BZSK0R3
LAW-BZXJPN3,Windows 10,Latitude 5420,BZXJPN3
LAW-C09XDS3,Windows 11,Latitude 5530,C09XDS3
LAW-C0VZ2B3,Windows 10,Latitude 5520,C0VZ2B3
LAW-C2DJPN3,Windows 10,Latitude 5420,C2DJPN3
LAW-C6VXJQ3,Windows 11,OptiPlex 5000,C6VXJQ3
LAWCHBMWP3,Windows 11,,
LAW-CKW6PK3,Windows 10,OptiPlex 5090,CKW6PK3
LAW-CNU22520KH,Windows 10,,CNU22520KH
LAWCNU338B989,Windows 10,,
LAW-CNU351BC7N,Windows 10,,
LAW-CNU4219S1N,Windows 10,,
LAWCNU4219S6V,Windows 10,,
LAW-CNU424B3CL,Windows 10,EliteBook Folio 9470m,CNU424B3CL
LAW-CPQLWP3,Windows 10,OptiPlex 5090,CPQLWP3
LAW-CSZ18Y3,Windows 11,,
LAW-CVDG2N3,Windows 10,OptiPlex 5090,CVDG2N3
LAW-CXHK7M3,Windows 10,Latitude 5420,CXHK7M3
LAW-CZSK0R3,Windows 10,OptiPlex 5090,CZSK0R3
LAW-D09XDS3,Windows 10,Latitude 5530,D09XDS3
LAW-D1DL1V3,Windows 10,OptiPlex 5000,D1DL1V3
LAW-D6JK7M3,Windows 10,Latitude 5420,D6JK7M3
LAW-D6VXJQ3,Windows 11,,
LAW-D7YXJQ3,Windows 11,OptiPlex 5000,D7YXJQ3
LAW-DBBL4J3,Windows 10,Latitude 5420,DBBL4J3
LAW-DEPLOY,Windows Server 2022,,
LAWDHBMWP3,Windows 11,,
LAW-DKW6PK3,Windows 10,OptiPlex 5090,DKW6PK3
LAW-DN6J8V3,Windows 11,OptiPlex 5000,DN6J8V3
LAW-DVDG2N3,Windows 10,OptiPlex 5090,DVDG2N3
LAW-DWHL4J3,Windows 10,Latitude 5420,DWHL4J3
LAW-DYWT2J3,Windows 10,Latitude 5420,DYWT2J3
LAW-DZSK0R3,Windows 10,OptiPlex 5090,DZSK0R3
LAW-F09XDS3,Windows 10,,
LAW-F1DL1V3,Windows 10,OptiPlex 5000,F1DL1V3
LAW-F3VKSQ3,Windows 10,Latitude 7330 Rugged EX,F3VKSQ3
LAW-F5JL4J3,Windows 10,Latitude 5420,F5JL4J3
LAW-F6VXJQ3,Windows 11,,
LAW-F7YXJQ3,Windows 11,,
LAW-F9KY3M3,Windows 10,Latitude 5420,F9KY3M3
LAWFHBMWP3,Windows 11,,
LAW-FJR46J3,Windows 10,Latitude 5420,FJR46J3
LAW-FkW6PK3,Windows 10,OptiPlex 5090,FKW6PK3
LAW-FN6J8V3,Windows 11,OptiPlex 5000,FN6J8V3
LAW-FNQLWP3,Windows 10,OptiPlex 5090,FNQLWP3
LAW-FVDG2N3,Windows 10,OptiPlex 5090,FVDG2N3
